"","x"
"5436","ENSG00000261594"
"5437","ENSG00000216639"
"5438","ENSG00000228294"
"5439","ENSG00000111700"
"5440","ENSG00000231340"
"5441","ENSG00000100298"
"5442","ENSG00000203859"
"5443","ENSG00000120088"
"5444","ENSG00000276191"
"5445","ENSG00000225685"
"5446","ENSG00000255057"
"5447","ENSG00000170893"
"5448","ENSG00000091656"
"5449","ENSG00000262322"
"5450","ENSG00000283948"
"5451","ENSG00000242537"
"5452","ENSG00000256779"
"5453","ENSG00000132911"
"5454","ENSG00000227087"
"5455","ENSG00000232953"
"5456","ENSG00000128714"
"5457","ENSG00000251478"
"5458","ENSG00000270388"
"5459","ENSG00000214391"
"5460","ENSG00000284997"
"5461","ENSG00000235205"
"5462","ENSG00000182393"
"5463","ENSG00000236264"
"5464","ENSG00000148408"
"5465","ENSG00000225295"
"5466","ENSG00000264186"
"5467","ENSG00000198633"
"5468","ENSG00000175505"
"5469","ENSG00000184350"
"5470","ENSG00000137392"
"5471","ENSG00000125414"
"5472","ENSG00000186047"
"5473","ENSG00000237322"
"5474","ENSG00000277654"
"5475","ENSG00000275756"
"5476","ENSG00000113600"
"5477","ENSG00000283613"
"5478","ENSG00000282804"
"5479","ENSG00000183347"
"5480","ENSG00000206314"
"5481","ENSG00000213654"
"5482","ENSG00000234243"
"5483","ENSG00000234508"
"5484","ENSG00000236697"
"5485","ENSG00000237052"
"5486","ENSG00000230902"
"5487","ENSG00000260518"
"5488","ENSG00000248320"
"5489","ENSG00000122543"
"5490","ENSG00000251493"
"5491","ENSG00000232327"
"5492","ENSG00000255734"
"5493","ENSG00000257175"
"5494","ENSG00000267450"
"5495","ENSG00000168509"
"5496","ENSG00000225175"
"5497","ENSG00000218596"
"5498","ENSG00000255204"
"5499","ENSG00000170613"
"5500","ENSG00000110675"
"5501","ENSG00000234414"
"5502","ENSG00000232489"
"5503","ENSG00000232239"
"5504","ENSG00000156575"
"5505","ENSG00000128710"
"5506","ENSG00000214414"
"5507","ENSG00000218868"
"5508","ENSG00000267978"
"5509","ENSG00000180068"
"5510","ENSG00000254848"
"5511","ENSG00000230576"
"5512","ENSG00000231907"
"5513","ENSG00000161634"
"5514","ENSG00000188425"
"5515","ENSG00000224496"
"5516","ENSG00000186442"
"5517","ENSG00000258500"
"5518","ENSG00000282007"
"5519","ENSG00000257232"
"5520","ENSG00000259500"
"5521","ENSG00000227992"
"5522","ENSG00000274376"
"5523","ENSG00000211452"
"5524","ENSG00000258357"
"5525","ENSG00000230828"
"5526","ENSG00000185860"
"5527","ENSG00000224067"
"5528","ENSG00000144119"
"5529","ENSG00000227426"
"5530","ENSG00000118473"
"5531","ENSG00000213542"
"5532","ENSG00000127589"
"5533","ENSG00000230175"
"5534","ENSG00000125864"
"5535","ENSG00000176134"
"5536","ENSG00000237802"
"5537","ENSG00000229453"
"5538","ENSG00000101438"
"5539","ENSG00000225695"
"5540","ENSG00000277498"
"5541","ENSG00000248684"
"5542","ENSG00000274162"
"5543","ENSG00000232150"
"5544","ENSG00000214872"
"5545","ENSG00000201185"
"5546","ENSG00000232631"
"5547","ENSG00000178928"
"5548","ENSG00000211784"
"5549","ENSG00000257896"
"5550","ENSG00000270749"
"5551","ENSG00000162621"
"5552","ENSG00000243838"
"5553","ENSG00000218521"
"5554","ENSG00000196277"
"5555","ENSG00000250030"
"5556","ENSG00000141371"
"5557","ENSG00000211840"
"5558","ENSG00000215284"
"5559","ENSG00000275497"
"5560","ENSG00000237804"
"5561","ENSG00000230271"
"5562","ENSG00000234020"
"5563","ENSG00000267382"
"5564","ENSG00000188800"
"5565","ENSG00000249698"
"5566","ENSG00000218048"
"5567","ENSG00000236701"
"5568","ENSG00000240309"
"5569","ENSG00000250727"
"5570","ENSG00000204382"
"5571","ENSG00000223970"
"5572","ENSG00000233459"
"5573","ENSG00000282894"
"5574","ENSG00000120563"
"5575","ENSG00000166118"
"5576","ENSG00000257493"
"5577","ENSG00000258456"
"5578","ENSG00000186886"
"5579","ENSG00000269466"
"5580","ENSG00000277174"
"5581","ENSG00000249541"
"5582","ENSG00000248777"
"5583","ENSG00000188771"
"5584","ENSG00000141977"
"5585","ENSG00000153266"
"5586","ENSG00000225118"
"5587","ENSG00000198870"
"5588","ENSG00000281245"
"5589","ENSG00000183909"
"5590","ENSG00000198398"
"5591","ENSG00000253293"
"5592","ENSG00000197161"
"5593","ENSG00000274614"
"5594","ENSG00000010818"
"5595","ENSG00000179636"
"5596","ENSG00000111218"
"5597","ENSG00000278543"
"5598","ENSG00000251223"
"5599","ENSG00000240255"
"5600","ENSG00000186453"
"5601","ENSG00000235857"
"5602","ENSG00000236313"
"5603","ENSG00000281211"
"5604","ENSG00000221988"
"5605","ENSG00000270831"
"5606","ENSG00000155367"
"5607","ENSG00000227776"
"5608","ENSG00000226394"
"5609","ENSG00000215057"
"5610","ENSG00000250526"
"5611","ENSG00000256563"
"5612","ENSG00000168334"
"5613","ENSG00000233235"
"5614","ENSG00000161958"
"5615","ENSG00000283903"
"5616","ENSG00000225509"
"5617","ENSG00000232136"
"5618","ENSG00000285073"
"5619","ENSG00000182255"
"5620","ENSG00000091010"
"5621","ENSG00000224188"
"5622","ENSG00000248466"
"5623","ENSG00000260128"
"5624","ENSG00000282689"
"5625","ENSG00000275553"
"5626","ENSG00000260714"
"5627","ENSG00000243137"
"5628","ENSG00000248848"
"5629","ENSG00000106013"
"5630","ENSG00000243607"
"5631","ENSG00000157703"
"5632","ENSG00000229442"
"5633","ENSG00000188937"
"5634","ENSG00000161031"
"5635","ENSG00000181790"
"5636","ENSG00000136378"
"5637","ENSG00000179256"
"5638","ENSG00000260799"
"5639","ENSG00000171956"
"5640","ENSG00000226504"
"5641","ENSG00000187166"
"5642","ENSG00000274024"
"5643","ENSG00000186510"
"5644","ENSG00000255141"
"5645","ENSG00000282462"
"5646","ENSG00000108255"
"5647","ENSG00000223489"
"5648","ENSG00000230307"
"5649","ENSG00000261278"
"5650","ENSG00000228935"
"5651","ENSG00000186439"
"5652","ENSG00000128045"
"5653","ENSG00000239257"
"5654","ENSG00000239784"
"5655","ENSG00000240845"
"5656","ENSG00000241880"
"5657","ENSG00000242039"
"5658","ENSG00000215372"
"5659","ENSG00000237984"
"5660","ENSG00000153684"
"5661","ENSG00000163673"
"5662","ENSG00000214659"
"5663","ENSG00000228628"
"5664","ENSG00000184999"
"5665","ENSG00000234436"
"5666","ENSG00000278402"
"5667","ENSG00000089558"
"5668","ENSG00000225950"
"5669","ENSG00000258780"
"5670","ENSG00000165164"
"5671","ENSG00000213778"
"5672","ENSG00000227056"
"5673","ENSG00000236253"
"5674","ENSG00000214695"
"5675","ENSG00000185247"
"5676","ENSG00000252942"
"5677","ENSG00000282604"
"5678","ENSG00000171101"
"5679","ENSG00000249459"
"5680","ENSG00000171401"
"5681","ENSG00000179873"
"5682","ENSG00000269896"
"5683","ENSG00000183668"
"5684","ENSG00000218891"
"5685","ENSG00000061492"
"5686","ENSG00000007001"
"5687","ENSG00000196266"
"5688","ENSG00000274577"
"5689","ENSG00000274965"
"5690","ENSG00000225215"
"5691","ENSG00000158731"
"5692","ENSG00000139223"
"5693","ENSG00000250892"
"5694","ENSG00000234451"
"5695","ENSG00000259162"
"5696","ENSG00000263201"
"5697","ENSG00000203560"
"5698","ENSG00000254465"
"5699","ENSG00000168126"
"5700","ENSG00000230522"
"5701","ENSG00000283119"
"5702","ENSG00000171487"
"5703","ENSG00000215834"
"5704","ENSG00000277304"
"5705","ENSG00000284474"
"5706","ENSG00000275748"
"5707","ENSG00000282968"
"5708","ENSG00000177508"
"5709","ENSG00000179111"
"5710","ENSG00000186090"
"5711","ENSG00000228196"
"5712","ENSG00000175535"
"5713","ENSG00000103832"
"5714","ENSG00000259425"
"5715","ENSG00000188886"
"5716","ENSG00000270276"
"5717","ENSG00000254818"
"5718","ENSG00000225741"
"5719","ENSG00000234700"
"5720","ENSG00000230397"
"5721","ENSG00000204655"
"5722","ENSG00000198028"
"5723","ENSG00000136931"
"5724","ENSG00000261987"
"5725","ENSG00000167104"
"5726","ENSG00000242221"
"5727","ENSG00000124302"
"5728","ENSG00000237558"
"5729","ENSG00000176231"
"5730","ENSG00000227096"
"5731","ENSG00000268267"
"5732","ENSG00000248159"
"5733","ENSG00000206072"
"5734","ENSG00000172538"
"5735","ENSG00000284912"
"5736","ENSG00000259550"
"5737","ENSG00000227395"
"5738","ENSG00000218713"
"5739","ENSG00000236444"
"5740","ENSG00000116544"
"5741","ENSG00000218549"
"5742","ENSG00000170477"
"5743","ENSG00000229138"
"5744","ENSG00000186326"
"5745","ENSG00000259144"
"5746","ENSG00000215853"
"5747","ENSG00000244119"
"5748","ENSG00000124232"
"5749","ENSG00000224357"
"5750","ENSG00000199525"
"5751","ENSG00000260851"
"5752","ENSG00000260726"
"5753","ENSG00000284779"
"5754","ENSG00000170373"
"5755","ENSG00000230750"
"5756","ENSG00000100253"
"5757","ENSG00000248205"
"5758","ENSG00000267310"
"5759","ENSG00000255624"
"5760","ENSG00000276597"
"5761","ENSG00000282242"
"5762","ENSG00000278622"
"5763","ENSG00000232027"
"5764","ENSG00000261178"
"5765","ENSG00000214424"
"5766","ENSG00000230755"
"5767","ENSG00000278106"
"5768","ENSG00000236785"
"5769","ENSG00000227962"
"5770","ENSG00000233671"
"5771","ENSG00000211728"
"5772","ENSG00000282098"
"5773","ENSG00000255710"
"5774","ENSG00000272164"
"5775","ENSG00000173253"
"5776","ENSG00000170178"
"5777","ENSG00000258453"
"5778","ENSG00000241438"
"5779","ENSG00000232716"
"5780","ENSG00000170396"
"5781","ENSG00000283473"
"5782","ENSG00000186766"
"5783","ENSG00000230302"
"5784","ENSG00000231022"
"5785","ENSG00000253107"
"5786","ENSG00000156140"
"5787","ENSG00000275156"
"5788","ENSG00000226384"
"5789","ENSG00000277751"
"5790","ENSG00000186451"
"5791","ENSG00000255730"
"5792","ENSG00000242479"
"5793","ENSG00000203363"
"5794","ENSG00000205279"
"5795","ENSG00000131398"
"5796","ENSG00000228725"
"5797","ENSG00000266306"
"5798","ENSG00000185303"
"5799","ENSG00000113520"
"5800","ENSG00000236863"
"5801","ENSG00000242983"
"5802","ENSG00000184599"
"5803","ENSG00000283525"
"5804","ENSG00000263870"
"5805","ENSG00000248401"
"5806","ENSG00000203805"
"5807","ENSG00000237175"
"5808","ENSG00000185177"
"5809","ENSG00000258467"
"5810","ENSG00000123364"
"5811","ENSG00000172457"
"5812","ENSG00000228803"
"5813","ENSG00000270995"
"5814","ENSG00000251252"
"5815","ENSG00000241535"
"5816","ENSG00000236296"
"5817","ENSG00000225358"
"5818","ENSG00000167103"
"5819","ENSG00000271410"
"5820","ENSG00000259844"
"5821","ENSG00000255255"
"5822","ENSG00000163064"
"5823","ENSG00000223893"
"5824","ENSG00000217644"
"5825","ENSG00000198445"
"5826","ENSG00000229165"
"5827","ENSG00000230485"
"5828","ENSG00000283377"
"5829","ENSG00000121742"
"5830","ENSG00000163394"
"5831","ENSG00000174279"
"5832","ENSG00000242551"
"5833","ENSG00000162746"
"5834","ENSG00000244227"
"5835","ENSG00000265136"
"5836","ENSG00000166049"
"5837","ENSG00000240253"
"5838","ENSG00000002079"
"5839","ENSG00000232198"
"5840","ENSG00000179571"
"5841","ENSG00000285277"
"5842","ENSG00000225132"
"5843","ENSG00000171160"
"5844","ENSG00000228898"
"5845","ENSG00000230275"
"5846","ENSG00000235955"
"5847","ENSG00000254795"
"5848","ENSG00000219314"
"5849","ENSG00000225934"
"5850","ENSG00000211798"
"5851","ENSG00000177462"
"5852","ENSG00000217160"
"5853","ENSG00000251491"
"5854","ENSG00000219102"
"5855","ENSG00000283324"
"5856","ENSG00000274887"
"5857","ENSG00000274953"
"5858","ENSG00000275330"
"5859","ENSG00000275577"
"5860","ENSG00000276066"
"5861","ENSG00000276159"
"5862","ENSG00000276363"
"5863","ENSG00000277607"
"5864","ENSG00000270665"
"5865","ENSG00000278031"
"5866","ENSG00000232752"
"5867","ENSG00000164500"
"5868","ENSG00000154493"
"5869","ENSG00000276405"
"5870","ENSG00000282407"
"5871","ENSG00000181927"
"5872","ENSG00000184100"
"5873","ENSG00000213234"
"5874","ENSG00000229251"
"5875","ENSG00000214335"
"5876","ENSG00000143028"
"5877","ENSG00000281976"
"5878","ENSG00000146926"
"5879","ENSG00000234066"
"5880","ENSG00000285054"
"5881","ENSG00000264714"
"5882","ENSG00000224136"
"5883","ENSG00000227841"
"5884","ENSG00000254677"
"5885","ENSG00000177275"
"5886","ENSG00000180176"
"5887","ENSG00000172318"
"5888","ENSG00000181109"
"5889","ENSG00000242875"
"5890","ENSG00000179055"
"5891","ENSG00000236610"
"5892","ENSG00000240959"
"5893","ENSG00000271664"
"5894","ENSG00000249934"
"5895","ENSG00000165695"
"5896","ENSG00000239570"
"5897","ENSG00000164591"
"5898","ENSG00000177414"
"5899","ENSG00000198598"
"5900","ENSG00000226636"
"5901","ENSG00000226126"
"5902","ENSG00000261375"
"5903","ENSG00000216624"
"5904","ENSG00000226262"
"5905","ENSG00000206144"
"5906","ENSG00000174697"
"5907","ENSG00000271680"
"5908","ENSG00000249209"
"5909","ENSG00000235430"
"5910","ENSG00000184571"
"5911","ENSG00000235183"
"5912","ENSG00000257146"
"5913","ENSG00000229670"
"5914","ENSG00000215317"
"5915","ENSG00000197421"
"5916","ENSG00000232791"
"5917","ENSG00000250238"
"5918","ENSG00000161992"
"5919","ENSG00000236343"
"5920","ENSG00000142619"
"5921","ENSG00000215343"
"5922","ENSG00000227766"
"5923","ENSG00000280549"
"5924","ENSG00000260105"
"5925","ENSG00000205412"
"5926","ENSG00000185198"
"5927","ENSG00000114349"
"5928","ENSG00000198842"
"5929","ENSG00000256713"
"5930","ENSG00000187893"
"5931","ENSG00000137561"
"5932","ENSG00000167014"
"5933","ENSG00000270528"
"5934","ENSG00000259465"
"5935","ENSG00000253908"
"5936","ENSG00000231382"
"5937","ENSG00000102195"
"5938","ENSG00000235756"
"5939","ENSG00000224161"
"5940","ENSG00000145863"
"5941","ENSG00000278215"
"5942","ENSG00000237724"
"5943","ENSG00000215817"
"5944","ENSG00000253362"
"5945","ENSG00000166090"
"5946","ENSG00000224783"
"5947","ENSG00000243438"
"5948","ENSG00000248847"
"5949","ENSG00000254407"
"5950","ENSG00000205835"
"5951","ENSG00000242703"
"5952","ENSG00000124827"
"5953","ENSG00000231317"
"5954","ENSG00000242510"
"5955","ENSG00000096088"
"5956","ENSG00000219088"
"5957","ENSG00000236297"
"5958","ENSG00000227225"
"5959","ENSG00000236187"
"5960","ENSG00000268849"
"5961","ENSG00000166450"
"5962","ENSG00000183571"
"5963","ENSG00000148948"
"5964","ENSG00000233915"
"5965","ENSG00000284549"
"5966","ENSG00000231827"
"5967","ENSG00000241947"
"5968","ENSG00000259374"
"5969","ENSG00000213067"
"5970","ENSG00000224054"
"5971","ENSG00000230942"
"5972","ENSG00000238077"
"5973","ENSG00000255042"
"5974","ENSG00000211706"
"5975","ENSG00000281970"
"5976","ENSG00000187258"
"5977","ENSG00000274493"
"5978","ENSG00000281841"
"5979","ENSG00000282531"
"5980","ENSG00000166664"
"5981","ENSG00000260866"
"5982","ENSG00000130487"
"5983","ENSG00000260776"
"5984","ENSG00000282715"
"5985","ENSG00000214216"
"5986","ENSG00000206113"
"5987","ENSG00000112115"
"5988","ENSG00000234386"
"5989","ENSG00000234340"
"5990","ENSG00000262752"
"5991","ENSG00000136688"
"5992","ENSG00000215357"
"5993","ENSG00000211836"
"5994","ENSG00000250405"
"5995","ENSG00000166013"
"5996","ENSG00000226498"
"5997","ENSG00000220937"
"5998","ENSG00000225580"
"5999","ENSG00000170255"
"6000","ENSG00000206531"
"6001","ENSG00000251667"
"6002","ENSG00000243417"
"6003","ENSG00000229344"
"6004","ENSG00000161082"
"6005","ENSG00000168875"
"6006","ENSG00000084628"
"6007","ENSG00000113211"
"6008","ENSG00000259025"
"6009","ENSG00000142319"
"6010","ENSG00000181355"
"6011","ENSG00000276996"
"6012","ENSG00000214273"
"6013","ENSG00000276734"
"6014","ENSG00000140557"
"6015","ENSG00000117598"
"6016","ENSG00000213578"
"6017","ENSG00000217139"
"6018","ENSG00000211805"
"6019","ENSG00000136750"
"6020","ENSG00000100373"
"6021","ENSG00000213331"
"6022","ENSG00000214653"
"6023","ENSG00000214856"
"6024","ENSG00000219280"
"6025","ENSG00000225003"
"6026","ENSG00000230244"
"6027","ENSG00000232166"
"6028","ENSG00000251473"
"6029","ENSG00000255497"
"6030","ENSG00000267799"
"6031","ENSG00000270509"
"6032","ENSG00000284527"
"6033","ENSG00000235218"
"6034","ENSG00000110375"
"6035","ENSG00000132259"
"6036","ENSG00000181518"
"6037","ENSG00000224891"
"6038","ENSG00000251552"
"6039","ENSG00000243468"
"6040","ENSG00000158815"
"6041","ENSG00000250667"
"6042","ENSG00000250746"
"6043","ENSG00000258971"
"6044","ENSG00000228547"
"6045","ENSG00000250895"
"6046","ENSG00000271101"
"6047","ENSG00000270307"
"6048","ENSG00000256849"
"6049","ENSG00000226660"
"6050","ENSG00000164900"
"6051","ENSG00000204661"
"6052","ENSG00000215297"
"6053","ENSG00000277253"
"6054","ENSG00000259904"
"6055","ENSG00000074771"
"6056","ENSG00000145192"
"6057","ENSG00000238116"
"6058","ENSG00000138892"
"6059","ENSG00000230395"
"6060","ENSG00000284903"
"6061","ENSG00000119913"
"6062","ENSG00000155918"
"6063","ENSG00000166211"
"6064","ENSG00000243592"
"6065","ENSG00000258555"
"6066","ENSG00000270765"
"6067","ENSG00000270479"
"6068","ENSG00000169884"
"6069","ENSG00000230362"
"6070","ENSG00000232950"
"6071","ENSG00000236569"
"6072","ENSG00000258722"
"6073","ENSG00000285388"
"6074","ENSG00000249284"
"6075","ENSG00000216621"
"6076","ENSG00000231909"
"6077","ENSG00000187266"
"6078","ENSG00000086717"
"6079","ENSG00000240204"
"6080","ENSG00000227999"
"6081","ENSG00000215452"
"6082","ENSG00000250749"
"6083","ENSG00000258948"
"6084","ENSG00000215455"
"6085","ENSG00000235678"
"6086","ENSG00000198225"
"6087","ENSG00000243918"
"6088","ENSG00000079557"
"6089","ENSG00000174930"
"6090","ENSG00000198414"
"6091","ENSG00000255350"
"6092","ENSG00000237055"
"6093","ENSG00000254132"
"6094","ENSG00000164113"
"6095","ENSG00000164651"
"6096","ENSG00000258692"
"6097","ENSG00000233963"
"6098","ENSG00000239699"
"6099","ENSG00000229415"
"6100","ENSG00000285962"
"6101","ENSG00000227247"
"6102","ENSG00000256221"
"6103","ENSG00000232990"
"6104","ENSG00000270975"
"6105","ENSG00000260010"
"6106","ENSG00000235137"
"6107","ENSG00000241546"
"6108","ENSG00000111262"
"6109","ENSG00000264150"
"6110","ENSG00000175143"
"6111","ENSG00000257616"
"6112","ENSG00000270712"
"6113","ENSG00000171004"
"6114","ENSG00000221946"
"6115","ENSG00000282250"
"6116","ENSG00000103023"
"6117","ENSG00000220748"
"6118","ENSG00000214093"
"6119","ENSG00000271353"
"6120","ENSG00000239793"
"6121","ENSG00000168129"
"6122","ENSG00000010626"
"6123","ENSG00000232492"
"6124","ENSG00000157856"
"6125","ENSG00000128596"
"6126","ENSG00000249904"
"6127","ENSG00000204711"
"6128","ENSG00000126545"
"6129","ENSG00000172179"
"6130","ENSG00000236121"
"6131","ENSG00000253517"
"6132","ENSG00000270429"
"6133","ENSG00000265182"
"6134","ENSG00000125531"
"6135","ENSG00000253223"
"6136","ENSG00000248480"
"6137","ENSG00000258112"
"6138","ENSG00000215418"
"6139","ENSG00000121335"
"6140","ENSG00000262488"
"6141","ENSG00000226618"
"6142","ENSG00000231579"
"6143","ENSG00000232337"
"6144","ENSG00000241537"
"6145","ENSG00000224826"
"6146","ENSG00000231821"
"6147","ENSG00000240031"
"6148","ENSG00000258585"
"6149","ENSG00000269787"
"6150","ENSG00000228810"
"6151","ENSG00000258863"
"6152","ENSG00000179813"
"6153","ENSG00000214062"
"6154","ENSG00000240720"
"6155","ENSG00000228168"
"6156","ENSG00000277335"
"6157","ENSG00000281957"
"6158","ENSG00000238222"
"6159","ENSG00000249965"
"6160","ENSG00000178015"
"6161","ENSG00000273535"
"6162","ENSG00000205794"
"6163","ENSG00000211786"
"6164","ENSG00000257844"
"6165","ENSG00000270716"
"6166","ENSG00000151475"
"6167","ENSG00000183269"
"6168","ENSG00000204007"
"6169","ENSG00000236596"
"6170","ENSG00000272383"
"6171","ENSG00000282173"
"6172","ENSG00000282215"
"6173","ENSG00000224653"
"6174","ENSG00000254183"
"6175","ENSG00000214329"
"6176","ENSG00000182315"
"6177","ENSG00000258116"
"6178","ENSG00000233820"
"6179","ENSG00000256351"
"6180","ENSG00000260161"
"6181","ENSG00000213730"
"6182","ENSG00000267153"
"6183","ENSG00000205030"
"6184","ENSG00000227497"
"6185","ENSG00000157833"
"6186","ENSG00000254916"
"6187","ENSG00000226478"
"6188","ENSG00000163630"
"6189","ENSG00000251686"
"6190","ENSG00000276127"
"6191","ENSG00000282170"
"6192","ENSG00000184624"
"6193","ENSG00000229268"
"6194","ENSG00000008056"
"6195","ENSG00000263177"
"6196","ENSG00000174429"
"6197","ENSG00000206403"
"6198","ENSG00000268163"
"6199","ENSG00000211837"
"6200","ENSG00000241149"
"6201","ENSG00000227722"
"6202","ENSG00000125997"
"6203","ENSG00000037965"
"6204","ENSG00000181585"
"6205","ENSG00000169777"
"6206","ENSG00000274185"
"6207","ENSG00000231006"
"6208","ENSG00000253409"
"6209","ENSG00000267253"
"6210","ENSG00000239350"
"6211","ENSG00000204928"
"6212","ENSG00000175920"
"6213","ENSG00000186509"
"6214","ENSG00000182048"
"6215","ENSG00000079393"
"6216","ENSG00000232373"
"6217","ENSG00000226212"
"6218","ENSG00000177197"
"6219","ENSG00000163283"
"6220","ENSG00000255532"
"6221","ENSG00000227171"
"6222","ENSG00000211771"
"6223","ENSG00000259630"
"6224","ENSG00000214888"
"6225","ENSG00000236965"
"6226","ENSG00000175398"
"6227","ENSG00000175509"
"6228","ENSG00000085465"
"6229","ENSG00000151846"
"6230","ENSG00000255358"
"6231","ENSG00000274646"
"6232","ENSG00000214725"
"6233","ENSG00000224916"
"6234","ENSG00000225581"
"6235","ENSG00000235746"
"6236","ENSG00000236803"
"6237","ENSG00000269118"
"6238","ENSG00000236476"
"6239","ENSG00000186092"
"6240","ENSG00000182901"
"6241","ENSG00000218676"
"6242","ENSG00000284454"
"6243","ENSG00000282459"
"6244","ENSG00000180673"
"6245","ENSG00000181961"
"6246","ENSG00000267775"
"6247","ENSG00000212122"
"6248","ENSG00000268455"
"6249","ENSG00000175121"
"6250","ENSG00000250307"
"6251","ENSG00000197125"
"6252","ENSG00000243483"
"6253","ENSG00000271484"
"6254","ENSG00000161798"
"6255","ENSG00000227661"
"6256","ENSG00000111536"
"6257","ENSG00000226414"
"6258","ENSG00000283234"
"6259","ENSG00000237621"
"6260","ENSG00000165887"
"6261","ENSG00000205858"
"6262","ENSG00000162344"
"6263","ENSG00000265460"
"6264","ENSG00000282353"
"6265","ENSG00000283063"
"6266","ENSG00000223421"
"6267","ENSG00000259012"
"6268","ENSG00000217950"
"6269","ENSG00000239201"
"6270","ENSG00000224323"
"6271","ENSG00000203757"
"6272","ENSG00000213265"
"6273","ENSG00000235076"
"6274","ENSG00000174945"
"6275","ENSG00000156564"
"6276","ENSG00000180269"
"6277","ENSG00000180042"
"6278","ENSG00000224296"
"6279","ENSG00000255225"
"6280","ENSG00000226666"
"6281","ENSG00000253581"
"6282","ENSG00000226874"
"6283","ENSG00000258790"
"6284","ENSG00000278961"
"6285","ENSG00000101981"
"6286","ENSG00000212710"
"6287","ENSG00000282841"
"6288","ENSG00000103546"
"6289","ENSG00000162068"
"6290","ENSG00000271269"
"6291","ENSG00000237610"
"6292","ENSG00000249997"
"6293","ENSG00000283547"
"6294","ENSG00000123977"
"6295","ENSG00000224025"
"6296","ENSG00000231839"
"6297","ENSG00000270379"
"6298","ENSG00000273999"
"6299","ENSG00000122592"
"6300","ENSG00000184394"
"6301","ENSG00000169393"
"6302","ENSG00000182921"
"6303","ENSG00000211834"
"6304","ENSG00000186458"
"6305","ENSG00000257331"
"6306","ENSG00000218586"
"6307","ENSG00000224134"
"6308","ENSG00000221859"
"6309","ENSG00000228557"
"6310","ENSG00000254939"
"6311","ENSG00000232531"
"6312","ENSG00000257629"
"6313","ENSG00000215005"
"6314","ENSG00000177143"
"6315","ENSG00000264970"
"6316","ENSG00000243422"
"6317","ENSG00000197213"
"6318","ENSG00000249400"
"6319","ENSG00000171786"
"6320","ENSG00000185053"
"6321","ENSG00000186288"
"6322","ENSG00000220267"
"6323","ENSG00000168122"
"6324","ENSG00000240265"
"6325","ENSG00000183273"
"6326","ENSG00000248548"
"6327","ENSG00000242153"
"6328","ENSG00000224334"
"6329","ENSG00000241123"
"6330","ENSG00000148386"
"6331","ENSG00000185839"
"6332","ENSG00000198526"
"6333","ENSG00000213181"
"6334","ENSG00000251204"
"6335","ENSG00000274195"
"6336","ENSG00000234637"
"6337","ENSG00000249197"
"6338","ENSG00000270474"
"6339","ENSG00000216811"
"6340","ENSG00000265881"
"6341","ENSG00000178150"
"6342","ENSG00000254957"
"6343","ENSG00000253882"
"6344","ENSG00000261782"
"6345","ENSG00000178403"
"6346","ENSG00000223543"
"6347","ENSG00000259601"
"6348","ENSG00000204663"
"6349","ENSG00000100678"
"6350","ENSG00000252313"
"6351","ENSG00000173464"
"6352","ENSG00000275160"
"6353","ENSG00000255490"
"6354","ENSG00000228429"
"6355","ENSG00000171360"
"6356","ENSG00000257402"
"6357","ENSG00000183434"
"6358","ENSG00000169800"
"6359","ENSG00000214886"
"6360","ENSG00000277438"
"6361","ENSG00000139445"
"6362","ENSG00000234534"
"6363","ENSG00000253480"
"6364","ENSG00000276591"
"6365","ENSG00000125975"
"6366","ENSG00000223875"
"6367","ENSG00000100448"
"6368","ENSG00000241991"
"6369","ENSG00000162510"
"6370","ENSG00000215529"
"6371","ENSG00000235602"
"6372","ENSG00000250677"
"6373","ENSG00000239263"
"6374","ENSG00000225211"
"6375","ENSG00000282935"
"6376","ENSG00000273706"
"6377","ENSG00000007908"
"6378","ENSG00000186452"
"6379","ENSG00000204952"
"6380","ENSG00000122852"
"6381","ENSG00000232843"
"6382","ENSG00000249448"
"6383","ENSG00000258417"
"6384","ENSG00000242135"
"6385","ENSG00000275196"
"6386","ENSG00000142224"
"6387","ENSG00000146360"
"6388","ENSG00000271468"
"6389","ENSG00000188334"
"6390","ENSG00000232554"
"6391","ENSG00000271499"
"6392","ENSG00000175202"
"6393","ENSG00000241128"
"6394","ENSG00000227309"
"6395","ENSG00000229391"
"6396","ENSG00000240793"
"6397","ENSG00000205940"
"6398","ENSG00000215179"
"6399","ENSG00000242550"
"6400","ENSG00000274666"
"6401","ENSG00000169676"
"6402","ENSG00000233584"
"6403","ENSG00000234834"
"6404","ENSG00000198759"
"6405","ENSG00000223620"
"6406","ENSG00000254764"
"6407","ENSG00000167531"
"6408","ENSG00000137252"
"6409","ENSG00000275152"
"6410","ENSG00000135517"
"6411","ENSG00000249858"
"6412","ENSG00000231725"
"6413","ENSG00000135175"
"6414","ENSG00000236550"
"6415","ENSG00000129170"
"6416","ENSG00000243130"
"6417","ENSG00000228219"
"6418","ENSG00000204745"
"6419","ENSG00000100565"
"6420","ENSG00000169085"
"6421","ENSG00000285396"
"6422","ENSG00000267895"
"6423","ENSG00000231861"
"6424","ENSG00000260307"
"6425","ENSG00000237033"
"6426","ENSG00000281989"
"6427","ENSG00000282420"
"6428","ENSG00000218283"
"6429","ENSG00000169344"
"6430","ENSG00000225968"
"6431","ENSG00000226677"
"6432","ENSG00000223921"
"6433","ENSG00000078725"
"6434","ENSG00000257858"
